id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
588990,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
639343,Landing Page Submission,Organic Search,No,No,0,6.0,1243,6.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
607498,Landing Page Submission,Direct Traffic,No,No,1,5.0,146,2.5,Chat Conversation,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
645524,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
621318,Landing Page Submission,Direct Traffic,No,No,1,6.0,1218,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
607333,API,Organic Search,No,No,0,2.0,72,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
658612,API,Google,No,No,0,1.0,164,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
607413,API,Google,No,No,0,7.0,171,3.5,Page Visited on Website,Supply Chain Management,,No,No,No,No,No,No,,,No
621733,Landing Page Submission,Direct Traffic,No,No,0,2.0,201,2.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
592824,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
584248,Landing Page Submission,Organic Search,Yes,No,0,4.0,348,4.0,Email Bounced,Business Administration,,No,No,No,No,No,No,14.0,17.0,Yes
642217,API,Google,No,No,0,3.0,271,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
604323,Landing Page Submission,Google,No,No,0,2.0,340,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
598532,API,Organic Search,No,No,1,15.0,914,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
627373,API,Google,No,No,1,3.0,1263,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
648700,Landing Page Submission,Direct Traffic,No,No,0,6.0,263,6.0,Email Opened,Human Resource Management,Student,No,No,No,No,No,No,17.0,18.0,Yes
607656,Landing Page Submission,Direct Traffic,No,No,0,2.0,85,2.0,Email Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
588106,Lead Add Form,Reference,No,No,0,,123,,Had a Phone Conversation,Human Resource Management,Working Professional,No,No,No,No,No,No,13.0,19.0,No
636208,Landing Page Submission,Direct Traffic,No,No,1,3.0,686,3.0,SMS Sent,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
609170,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
635406,Landing Page Submission,Organic Search,No,No,0,5.0,385,5.0,Email Opened,Retail Management,,No,No,No,No,No,No,14.0,16.0,Yes
603737,Landing Page Submission,Direct Traffic,No,No,1,7.0,950,1.75,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
595656,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
605291,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
592314,API,Google,Yes,No,1,2.0,1136,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
619884,Landing Page Submission,Google,No,No,0,6.0,1217,6.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
626799,Landing Page Submission,Direct Traffic,No,No,1,13.0,1683,4.33,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
615556,API,Chat,No,No,0,0.0,0,0.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,17.0,14.0,No
589656,Landing Page Submission,Direct Traffic,No,No,0,3.0,335,1.5,Form Submitted on Website,Finance Management,,No,No,No,No,No,No,16.0,18.0,Yes
640127,Landing Page Submission,Direct Traffic,No,No,1,1.0,1320,1.0,Email Bounced,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
594106,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
599085,Landing Page Submission,Google,No,No,0,2.0,272,2.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
584805,Landing Page Submission,Direct Traffic,No,No,0,1.0,84,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,No
617860,Landing Page Submission,Organic Search,No,No,0,2.0,73,2.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
655154,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
612761,API,Google,No,No,0,2.0,170,2.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
604182,Landing Page Submission,Direct Traffic,No,No,0,5.0,1430,2.5,Email Opened,Hospitality Management,,No,No,No,No,No,No,,,No
608941,Landing Page Submission,Direct Traffic,No,No,0,7.0,705,7.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
599075,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Student,No,No,No,No,No,No,,,No
588899,Landing Page Submission,Direct Traffic,No,No,1,2.0,682,2.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,15.0,17.0,No
658405,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
636855,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
596507,Landing Page Submission,Google,Yes,No,0,4.0,175,4.0,SMS Sent,Media and Advertising,,No,No,No,No,No,No,,,No
586705,Landing Page Submission,Direct Traffic,No,No,0,5.0,56,2.5,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
626258,Landing Page Submission,Direct Traffic,No,No,0,9.0,577,9.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,,,Yes
643772,API,Google,No,No,1,2.0,1069,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,15.0,No
620733,Landing Page Submission,Direct Traffic,No,No,0,3.0,69,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
597310,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,385,2.0,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
646545,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
594698,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,1103,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
596789,Landing Page Submission,Organic Search,Yes,No,0,9.0,157,4.5,Email Bounced,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
633173,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,,,No
608064,Landing Page Submission,Organic Search,No,No,0,4.0,1622,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
609437,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
626045,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
622584,Landing Page Submission,Direct Traffic,No,No,0,1.0,36,1.0,Converted to Lead,International Business,Unemployed,No,No,No,No,No,No,,,Yes
628958,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,1771,1.0,Email Bounced,Finance Management,,No,No,No,No,No,No,,,Yes
627354,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
620501,Landing Page Submission,Google,No,No,1,3.0,924,3.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
600788,Landing Page Submission,Google,No,No,0,3.0,515,3.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
613964,API,Chat,Yes,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
581529,Landing Page Submission,Google,No,No,0,5.0,266,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,19.0,No
604230,Landing Page Submission,Direct Traffic,No,No,0,4.0,534,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
645386,Landing Page Submission,Direct Traffic,No,No,0,3.0,212,3.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
611126,API,Organic Search,No,No,1,3.0,1350,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
643832,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,15.0,19.0,No
594521,API,Direct Traffic,No,No,1,2.0,1441,2.0,SMS Sent,IT Projects Management,Working Professional,No,No,No,No,No,No,,,No
595983,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
655798,Landing Page Submission,Organic Search,Yes,No,0,5.0,106,5.0,Unreachable,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,16.0,No
655315,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
631706,Landing Page Submission,Direct Traffic,No,No,1,2.0,1119,2.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes
642204,Landing Page Submission,Google,No,No,1,5.0,1211,2.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
587649,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
643296,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
650147,API,Referral Sites,No,No,0,8.0,51,4.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,13.0,No
609409,Landing Page Submission,Direct Traffic,No,No,0,5.0,420,5.0,Converted to Lead,Select,,No,No,No,No,No,No,,,No
582917,API,Google,No,No,0,2.0,126,1.0,Chat Conversation,,,No,No,No,No,No,No,12.0,15.0,No
590951,Landing Page Submission,Direct Traffic,No,No,1,3.0,1309,3.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,13.0,18.0,No
599307,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,31,2.0,Unreachable,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
614846,Landing Page Submission,Google,No,No,1,4.0,905,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
635761,API,Google,No,No,1,4.0,1859,2.0,SMS Sent,IT Projects Management,Working Professional,No,No,No,No,No,No,14.0,14.0,No
631967,Landing Page Submission,Google,No,No,1,12.0,766,6.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,18.0,No
602091,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
615912,API,Google,No,No,0,1.0,649,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
604017,Landing Page Submission,Google,No,No,0,10.0,91,3.33,SMS Sent,Select,,No,No,No,No,No,No,,,No
650952,API,Google,No,No,0,7.0,1762,7.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
636898,Landing Page Submission,Direct Traffic,No,No,1,5.0,16,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
651443,API,Organic Search,No,No,1,5.0,1092,5.0,Had a Phone Conversation,,,No,No,No,No,No,No,14.0,15.0,No
599351,Landing Page Submission,Direct Traffic,No,No,1,4.0,98,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
631226,Landing Page Submission,Direct Traffic,No,No,1,8.0,1495,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
627384,Landing Page Submission,Google,No,No,0,3.0,74,3.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,No
639384,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
592306,Landing Page Submission,Organic Search,No,No,0,5.0,191,5.0,SMS Sent,IT Projects Management,,No,No,No,No,No,No,14.0,15.0,Yes
651339,API,Referral Sites,No,No,0,3.0,186,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,13.0,No
592422,API,Chat,No,No,1,2.0,1062,1.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
588806,Landing Page Submission,Google,No,No,1,6.0,761,3.0,Email Received,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
637838,Landing Page Submission,Google,No,No,1,4.0,99,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
630835,Landing Page Submission,Google,No,No,1,2.0,678,2.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
620807,Landing Page Submission,Direct Traffic,No,No,0,4.0,1017,4.0,Email Link Clicked,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
652314,API,Referral Sites,No,No,0,13.0,24,6.5,Page Visited on Website,,,No,No,No,No,No,No,12.0,13.0,No
655078,Landing Page Submission,Direct Traffic,No,No,0,4.0,439,4.0,Email Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,14.0,13.0,No
602557,Landing Page Submission,Google,No,No,1,6.0,1069,6.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,,,Yes
613553,Landing Page Submission,Direct Traffic,No,No,0,4.0,308,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
628982,Landing Page Submission,Direct Traffic,No,No,1,4.0,973,1.33,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
588932,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
595571,Landing Page Submission,Direct Traffic,No,No,0,2.0,33,2.0,Page Visited on Website,Finance Management,,No,No,No,No,No,No,,,Yes
588740,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
598619,Landing Page Submission,Organic Search,No,No,0,3.0,1531,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
614615,API,Organic Search,No,No,0,4.0,16,4.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,,,No
622543,Landing Page Submission,Organic Search,No,No,1,3.0,1625,3.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
636931,Landing Page Submission,Google,No,No,1,20.0,1290,2.22,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,16.0,15.0,No
610382,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,209,4.0,Email Bounced,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
591406,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
641093,Landing Page Submission,Direct Traffic,No,No,1,9.0,747,9.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
628405,Landing Page Submission,Direct Traffic,No,No,0,3.0,145,3.0,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
642470,Landing Page Submission,Google,No,No,0,4.0,434,4.0,Email Opened,Travel and Tourism,,No,No,No,No,No,No,14.0,16.0,No
629811,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
637980,Landing Page Submission,Direct Traffic,No,No,1,4.0,1514,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
631155,API,Google,No,No,0,2.0,1409,2.0,Email Opened,,,No,No,No,No,No,No,,,No
654869,Landing Page Submission,Google,No,No,1,3.0,1208,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,18.0,No
615507,Landing Page Submission,Google,No,No,1,3.0,872,3.0,Unreachable,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
629482,Landing Page Submission,Direct Traffic,No,No,0,2.0,701,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,Yes
586511,API,Organic Search,Yes,No,0,1.0,1323,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
650278,Landing Page Submission,Google,No,No,1,4.0,610,4.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,20.0,No
638325,Landing Page Submission,Direct Traffic,No,No,0,3.0,143,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,No
647759,Landing Page Submission,Google,No,No,1,7.0,1387,1.4,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
622783,Landing Page Submission,Direct Traffic,No,No,0,7.0,255,2.33,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
643938,Lead Add Form,Reference,No,No,1,2.0,826,1.0,Form Submitted on Website,Supply Chain Management,Working Professional,No,No,No,No,No,No,13.0,20.0,Yes
659875,Landing Page Submission,Google,No,No,1,1.0,157,1.0,Converted to Lead,Hospitality Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
616944,Landing Page Submission,Direct Traffic,No,No,1,2.0,1575,2.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,Yes
625970,API,Chat,No,No,0,0.0,0,0.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
592321,Landing Page Submission,Organic Search,No,No,0,4.0,188,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
631406,Lead Add Form,Reference,No,No,1,3.0,1248,1.0,Email Opened,Human Resource Management,Student,No,No,No,No,No,No,14.0,20.0,Yes
612134,Landing Page Submission,Organic Search,No,No,0,8.0,286,8.0,Chat Conversation,Operations Management,,No,No,No,No,No,No,,,Yes
593438,Landing Page Submission,Direct Traffic,No,No,0,2.0,227,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
639858,Landing Page Submission,Organic Search,Yes,No,0,3.0,1629,3.0,Unsubscribed,Travel and Tourism,,No,No,No,No,No,No,11.0,16.0,Yes
651807,Landing Page Submission,Google,No,No,1,11.0,2069,5.5,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,16.0,18.0,Yes
635626,Landing Page Submission,Direct Traffic,No,No,0,14.0,470,2.8,SMS Sent,,,Yes,No,No,No,No,No,14.0,17.0,No
617081,Landing Page Submission,Organic Search,No,No,0,5.0,37,5.0,Page Visited on Website,Retail Management,Unemployed,No,No,No,No,No,No,,,No
642356,Landing Page Submission,Google,No,No,0,2.0,1188,1.0,Email Bounced,Finance Management,Student,No,No,No,No,No,No,15.0,18.0,No
610375,API,Organic Search,No,No,0,7.0,1032,2.33,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
628181,API,Google,No,No,0,2.0,71,2.0,Email Opened,,,No,No,No,No,No,No,,,No
659474,Landing Page Submission,Google,No,No,0,12.0,809,4.0,Unreachable,Finance Management,,No,No,No,No,No,No,13.0,18.0,No
644911,API,Google,No,No,0,4.0,45,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
644924,Landing Page Submission,Google,No,No,0,4.0,469,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
624871,Landing Page Submission,Direct Traffic,No,No,1,2.0,1143,2.0,SMS Sent,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,Yes
588778,Landing Page Submission,Organic Search,No,No,0,2.0,1225,2.0,Converted to Lead,Finance Management,,No,No,No,No,No,No,14.0,18.0,Yes
631431,Landing Page Submission,Google,No,No,1,4.0,1344,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
592745,API,Google,No,No,0,4.0,158,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,No
632524,Landing Page Submission,Direct Traffic,No,No,0,4.0,365,4.0,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,Yes
600105,API,Google,No,No,0,4.0,307,4.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
650514,API,Referral Sites,No,No,0,2.0,494,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No
593829,Landing Page Submission,Direct Traffic,No,No,0,3.0,1613,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
622478,Landing Page Submission,Direct Traffic,No,No,1,5.0,1320,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
643795,API,Organic Search,No,No,1,3.0,926,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
642410,API,Google,No,No,1,5.0,786,5.0,Chat Conversation,Services Excellence,Unemployed,No,No,No,No,No,No,15.0,13.0,No
593369,Landing Page Submission,Google,No,No,1,3.0,381,3.0,SMS Sent,Finance Management,,No,No,No,No,No,No,15.0,17.0,No
622410,Landing Page Submission,Google,No,No,0,2.0,694,1.0,Unreachable,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
612637,API,Google,No,No,1,2.0,970,1.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
580373,Landing Page Submission,Google,No,No,1,14.0,376,2.8,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
592725,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,38,3.0,SMS Sent,Business Administration,,No,No,No,No,No,No,13.0,16.0,No
623349,Landing Page Submission,Google,No,No,1,6.0,320,3.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
657611,Lead Add Form,Reference,No,No,1,,1704,,,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
583406,Landing Page Submission,Organic Search,No,No,0,4.0,5,4.0,SMS Sent,E-Business,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
585865,Landing Page Submission,Direct Traffic,No,No,0,3.0,154,1.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
586285,Landing Page Submission,Direct Traffic,No,No,0,4.0,1409,4.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
639874,API,Chat,No,No,0,0.0,0,0.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
602037,Landing Page Submission,Organic Search,No,No,0,7.0,229,3.5,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
627147,Landing Page Submission,Google,No,No,0,3.0,257,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
606760,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,,,No
644466,API,Google,No,No,0,5.0,353,5.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,13.0,12.0,No
635012,API,Google,No,No,1,2.0,857,2.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,14.0,15.0,No
589299,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Supply Chain Management,Unemployed,No,No,No,No,No,No,12.0,15.0,No
641037,Landing Page Submission,Google,No,No,1,5.0,866,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,18.0,No
616725,API,Google,Yes,No,0,2.0,104,2.0,Unsubscribed,,,No,No,No,No,No,No,,,No
609067,Landing Page Submission,Direct Traffic,No,No,1,3.0,1152,3.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
592552,Landing Page Submission,Direct Traffic,No,No,0,3.0,331,1.5,Email Opened,Hospitality Management,,No,No,No,No,No,No,12.0,15.0,Yes
641507,Landing Page Submission,Organic Search,No,No,1,5.0,1383,5.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,15.0,16.0,Yes
602783,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
618747,Landing Page Submission,Google,No,No,1,5.0,1125,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
600713,Landing Page Submission,Direct Traffic,No,No,0,6.0,1742,6.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
658309,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
623966,Landing Page Submission,Direct Traffic,No,No,0,2.0,269,2.0,Email Opened,Healthcare Management,,No,No,No,No,No,No,,,Yes
634986,API,Google,No,No,0,4.0,339,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639435,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
659896,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,15.0,15.0,No
599007,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
594848,API,Chat,No,No,0,1.0,170,1.0,Form Submitted on Website,Human Resource Management,,No,No,No,No,No,No,15.0,14.0,No
588474,Landing Page Submission,Google,No,No,0,3.0,344,3.0,Converted to Lead,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
654246,API,Google,No,No,1,3.0,1152,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
616003,Landing Page Submission,Google,No,No,1,4.0,874,4.0,SMS Sent,Rural and Agribusiness,Working Professional,No,No,No,No,No,No,,,No
586577,API,Google,No,No,0,1.0,200,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
598793,Landing Page Submission,Direct Traffic,No,No,0,2.0,1450,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
579900,Landing Page Submission,Google,No,No,0,4.0,83,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,17.0,20.0,No
616332,Landing Page Submission,Direct Traffic,No,No,0,2.0,80,2.0,Email Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,Yes
632194,Landing Page Submission,Google,No,No,0,4.0,1437,4.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
623572,API,Google,No,No,0,2.0,1252,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
606458,Landing Page Submission,Direct Traffic,No,No,0,14.0,339,2.0,Page Visited on Website,Finance Management,,No,No,No,No,No,No,,,No
591888,API,Chat,No,No,0,2.0,298,2.0,Chat Conversation,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
650907,API,Google,No,No,0,2.0,1494,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,13.0,14.0,No
601072,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
612546,API,Chat,Yes,No,0,0.0,0,0.0,Page Visited on Website,Human Resource Management,Student,No,No,No,No,No,No,,,No
